title,index
summer of sam,1566
les amants du pont-neuf,1567
"late august, early september",1568
american pie,1569
arlington road,1570
autumn tale,1571
the blair witch project,1572
my life so far,1573
eyes wide shut,1574
the wood,1575
ghostbusters,1576
ghostbusters ii,1577
drop dead gorgeous,1578
trick,1579
twin falls idaho,1580
the killing,1581
killer's kiss,1582
spartacus,1583
lolita,1584
barry lyndon,1585
the 400 blows,1586
jules and jim,1587
the mosquito coast,1588
brighton beach memoirs,1589
the color purple,1590
otello,1591
the mission,1592
little shop of horrors,1593
the little shop of horrors,1594
radio days,1595
the bedroom window,1596
frances,1597
the iron giant,1598
the sixth sense,1599
the thomas crown affair,1600
the thomas crown affair,1601
the acid house,1602
the adventures of sebastian cole,1603
illuminata,1604
stiff upper lips,1605
brokedown palace,1606
detroit rock city,1607
better than chocolate,1608
cobra,1609
heaven can wait,1610
the raven,1611
the tingler,1612
the pit and the pendulum,1613
the masque of the red death,1614
tales of terror,1615
and now for something completely different,1616
damien: omen ii,1617
airplane!,1618
national lampoon's vacation,1619
big,1620
little nemo: adventures in slumberland,1621
oscar and lucinda,1622
the pelican brief,1623
a christmas story,1624
perfect blue,1625
in too deep,1626
three days of the condor,1627
the 13th warrior,1628
cabaret balkan,1629
a dog of flanders,1630
west beyrouth,1631
stir of echoes,1632
"black cat, white cat",1633
the minus man,1634
the adventures of milo and otis,1635
only angels have wings,1636
othello,1637
a soldier's story,1638
alice sweet alice,1639
yellow submarine,1640
american beauty,1641
stop making sense,1642
blue streak,1643
for love of the game,1644
a hard day's night,1645
the buddy holly story,1646
fright night,1647
fright night part 2,1648
barefoot in the park,1649
deliverance,1650
excalibur,1651
the pajama game,1652
thumbelina,1653
tommy,1654
armour of god ii: operation condor,1655
armour of god,1656
double jeopardy,1657
jakob the liar,1658
mumford,1659
the adventures of elmo in grouchland,1660
three kings,1661
plunkett & macleane,1662
napoleon and samantha,1663
alvarez kelly,1664
and the ship sails on,1665
gulliver's travels,1666
monkey shines,1667
phantasm,1668
sanjuro,1669
boys don't cry,1670
l'ennui,1671
the grandfather,1672
the limey,1673
the mating habits of the earthbound human,1674
risky business,1675
total recall,1676
body heat,1677
ferris bueller's day off,1678
the year of living dangerously,1679
children of paradise,1680
high plains drifter,1681
hang 'em high,1682
drunken master,1683
the conformist,1684
hairspray,1685
brief encounter,1686
the razor's edge,1687
reds,1688
time of the gypsies,1689
days of heaven,1690
the fire within,1691
el amor brujo,1692
the lady eve,1693
sullivan's travels,1694
the palm beach story,1695
man facing southeast,1696
niagara,1697
gilda,1698
south pacific,1699
flashdance,1700
indochine,1701
the dirty dozen,1702
help!,1703
goldfinger,1704
from russia with love,1705
dr. no,1706
a fistful of dollars,1707
hard eight,1708
home alone 2: lost in new york,1709
sparrows,1710
fight club,1711
fever pitch,1712
joe the king,1713
julien donkey-boy,1714
the straight story,1715
the bad seed,1716
time bandits,1717
a man and a woman,1718
fitzcarraldo,1719
all that jazz,1720
red sorghum,1721
crimes and misdemeanors,1722
the best man,1723
bringing out the dead,1724
crazy in alabama,1725
men cry bullets,1726
the ipcress file,1727
on any sunday,1728
robocop,1729
who framed roger rabbit,1730
melvin and howard,1731
for your eyes only,1732
live and let die,1733
thunderball,1734
the city,1735
music of the heart,1736
being john malkovich,1737
princess mononoke,1738
my best fiend,1739
train of life,1740
the bone collector,1741
the insider,1742
american movie,1743
last night,1744
portraits chinois,1745
rosetta,1746
"they shoot horses, don't they?",1747
bride of re-animator,1748
coma,1749
creepshow,1750
re-animator,1751
drugstore cowboy,1752
falling down,1753
the general,1754
my best girl,1755
rough night in jericho,1756
the taming of the shrew,1757
nighthawks,1758
yojimbo,1759
spaceballs,1760
robin hood,1761
mister roberts,1762
quest for fire,1763
little big man,1764
a face in the crowd,1765
trading places,1766
dead again,1767
peter's friends,1768
experience preferred...but not essential,1769
light it up,1770
dogma,1771
the messenger: the story of joan of arc,1772
pokémon: the first movie: mewtwo strikes back,1773
felicia's journey,1774
the commitments,1775
holiday inn,1776
the longest day,1777
ten benny,1778
tora! tora! tora!,1779
women on the verge of a nervous breakdown,1780
the verdict,1781
the effect of gamma rays on man-in-the-moon marigolds,1782
the adventures of buckaroo banzai across the 8th dimension,1783
stand and deliver,1784
moonstruck,1785
jeremiah johnson,1786
repulsion,1787
irma la douce,1788
42 up,1789
liberty heights,1790
mansfield park,1791
"goodbye, 20th century",1792
sleepy hollow,1793
all about my mother,1794
babes in toyland,1795
scrooged,1796
harvey,1797
bicycle thieves,1798
matewan,1799
kagemusha,1800
47 samurai,1801
mccabe & mrs. miller,1802
maurice,1803
the grapes of wrath,1804
my man godfrey,1805
the shop around the corner,1806
the natural,1807
shampoo,1808
a river runs through it,1809
fatal attraction,1810
jagged edge,1811
midnight run,1812
awakenings,1813
come see the paradise,1814
backdraft,1815
the fisher king,1816
the river,1817
country,1818
places in the heart,1819
toy story 2,1820
miss julie,1821
ride with the devil,1822
tumbleweeds,1823
a bay of blood,1824
the hitch-hiker,1825
agnes browne,1826
the end of the affair,1827
the end of the affair,1828
a map of the world,1829
sweet and lowdown,1830
daddy-long-legs,1831
go west,1832
grand illusion,1833
the great santini,1834
the james dean story,1835
three ages,1836
the two jakes,1837
u2: rattle and hum,1838
hell in the pacific,1839
cradle will rock,1840
the green mile,1841
the cider house rules,1842
the war zone,1843
the bat whispers,1844
the last picture show,1845
the 7th voyage of sinbad,1846
anna and the king,1847
bicentennial man,1848
the emperor and the assassin,1849
fantasia 2000,1850
magnolia,1851
topsy-turvy,1852
carnal knowledge,1853
easy rider,1854
the falcon and the snowman,1855
ulysses,1856
any given sunday,1857
man on the moon,1858
galaxy quest,1859
the talented mr. ripley,1860
next friday,1861
the hurricane,1862
angela's ashes,1863
titus,1864
"mr. death: the rise and fall of fred a. leuchter, jr.",1865
the third miracle,1866
snow falling on cedars,1867
"girl, interrupted",1868
my dog skip,1869
the terrorist,1870
the way we were,1871
stalag 17,1872
papillon,1873
the last detail,1874
five easy pieces,1875
even dwarfs started small,1876
dead calm,1877
the boys from brazil,1878
black sunday,1879
the snows of kilimanjaro,1880
the loves of carmen,1881
fast times at ridgemont high,1882
a cry in the dark,1883
born to win,1884
batman: mask of the phantasm,1885
american flyers,1886
a star is born,1887
poison,1888
night tide,1889
the draughtsman's contract,1890
a zed & two noughts,1891
woman in the dunes,1892
another man's poison,1893
the odessa file,1894
the saphead,1895
seven chances,1896
where the buffalo roam,1897
zachariah,1898
santitos,1899
the goodbye girl,1900
i am cuba,1901
malcolm x,1902
sister act,1903
the hand that rocks the cradle,1904
alive,1905
agnes of god,1906
scent of a woman,1907
wayne's world,1908
a league of their own,1909
patriot games,1910
the bodyguard,1911
death becomes her,1912
far and away,1913
howards end,1914
singles,1915
twin peaks: fire walk with me,1916
white men can't jump,1917
hard boiled,1918
man bites dog,1919
el mariachi,1920
the cutting edge,1921
of mice and men,1922
bad lieutenant,1923
the boondock saints,1924
beloved/friend,1925
gendernauts: a journey through shifting identities,1926
the baby,1927
the brandon teena story,1928
minnie and moskowitz,1929
they might be giants,1930
the beach,1931
the tigger movie,1932
not one less,1933
the big combo,1934
"to sir, with love",1935
with byrd at the south pole,1936
boiler room,1937
pitch black,1938
the whole nine yards,1939
black tar heroin: the dark end of the street,1940
blue collar,1941
the circus,1942
city lights,1943
a dog's life,1944
the kid,1945
the man from laramie,1946
wonder boys,1947
deterrence,1948
mifune,1949
beyond the mat,1950
ghost dog: the way of the samurai,1951
the year my voice broke,1952
splendor in the grass,1953
the killing of sister george,1954
key largo,1955
i'll never forget what's'isname,1956
for all mankind,1957
cross of iron,1958
born yesterday,1959
birdy,1960
never cry wolf,1961
the night visitor,1962
the perils of pauline,1963
a raisin in the sun,1964
two thousand maniacs!,1965
the ninth gate,1966
east/west,1967
defending your life,1968
breaking away,1969
hoosiers,1970
bull durham,1971
dog day afternoon,1972
american graffiti,1973
the asphalt jungle,1974
the searchers,1975
the devil's brigade,1976
the big country,1977
any number can win,1978
bound for glory,1979
the bridge at remagen,1980
daughters of the dust,1981
destination moon,1982
hangmen also die!,1983
the ogre,1984
on the beach,1985
railroaded!,1986
big fella,1987
the taking of pelham one two three,1988
jfk,1989
the muppet movie,1990
the great muppet caper,1991
the muppets take manhattan,1992
sesame street presents follow that bird,1993
turtle diary,1994
titanic,1995
a night to remember,1996
captain horatio hornblower r.n.,1997
the carriers are waiting,1998
erin brockovich,1999
final destination,2000
the bear,2001
mirror,2002
the crimson pirate,2003
thelma & louise,2004
something for everyone,2005
...and justice for all,2006
animal house,2007
she's gotta have it,2008
school daze,2009
do the right thing,2010
mo' better blues,2011
coogan's bluff,2012
the champ,2013
creature comforts,2014
death wish,2015
death wish 2,2016
death wish 3,2017
double indemnity,2018
teenage mutant ninja turtles,2019
red dawn,2020
band of the hand,2021
bloodsport,2022
funny bones,2023
"good morning, vietnam",2024
grumpy old men,2025
guess who's coming to dinner,2026
the color of paradise,2027
waking the dead,2028
lord of the flies,2029
modern times,2030
heart and souls,2031
hud,2032
the hustler,2033
inherit the wind,2034
dersu uzala,2035
close encounters of the third kind,2036
the city of the dead,2037
jonah who will be 25 in the year 2000,2038
a place in the sun,2039
jacob's ladder,2040
empire records,2041
la bamba,2042
ladyhawke,2043
lucas,2044
high fidelity,2045
the road to el dorado,2046
autopsy,2047
el dorado,2048
hook,2049
horror express,2050
my chauffeur,2051
torso,2052
true grit,2053
roadside prophets,2054
max dugan returns,2055
midnight express,2056
misery,2057
my life,2058
solaris,2059
network,2060
no way out,2061
north dallas forty,2062
the odd couple,2063
the outlaw josey wales,2064
frequency,2065
return to me,2066
joe gould's secret,2067
"bell, book and candle",2068
the bells,2069
force 10 from navarone,2070
how to stuff a wild bikini,2071
mystery train,2072
sacco & vanzetti,2073
taffin,2074
arthur,2075
parenthood,2076
predator,2077
the postman always rings twice,2078
smoking / no smoking,2079
an actor's revenge,2080
american psycho,2081
east is east,2082
the filth and the fury,2083
diner,2084
cabaret,2085
what ever happened to baby jane?,2086
prick up your ears,2087
auntie mame,2088
guys and dolls,2089
the hunger,2090
marathon man,2091
caddyshack,2092
love & basketball,2093
u-571,2094
the virgin suicides,2095
the law,2096
limelight,2097
empire of passion,2098
where the heart is,2099
the big kahuna,2100
bossa nova,2101
smiling fish & goat on fire,2102
the idiots,2103
the last september,2104
the hidden,2105
gladiator,2106
up at the villa,2107
human traffic,2108
the idolmaker,2109
inferno,2110
the king of marvin gardens,2111
"the nibelungs, tale 1: siegfried",2112
mr. mom,2113
time masters,2114
center stage,2115
anchors aweigh,2116
the castaway cowboy,2117
g.i. blues,2118
gypsy,2119
king creole,2120
on the town,2121
one little indian,2122
pee-wee's big adventure,2123
regret to inform,2124
the slipper and the rose,2125
things change,2126
dinosaur,2127
small time crooks,2128
the hollywood knights,2129
possession,2130
the twelve chairs,2131
shanghai noon,2132
8 ½ women,2133
carnival of souls,2134
flying tigers,2135
the gold rush,2136
lisa and the devil,2137
it's in the water,2138
monsieur verdoux,2139
on her majesty's secret service,2140
