index, title
1292,The Man Who Knew Too Much
1293,Murder!
1294,Blackmail
1295,The Farmer's Wife
1296,Downhill
1297,The Ring
1298,The Lodger: A Story of the London Fog
1299,Rounders
1300,Cube
1301,Digging to China
1302,One Man's Hero
1303,Simon Birch
1304,Without Limits
1305,Seven Beauties
1306,Swept Away
1307,My Bodyguard
1308,Broadcast News
1309,Working Girl
1310,Say Anything...
1311,Men Don't Leave
1312,Hero
1313,One Crazy Summer
1314,A Few Good Men
1315,One True Thing
1316,Rush Hour
1317,A Soldier's Daughter Never Cries
1318,Ronin
1319,Clay Pigeons
1320,Monument Ave.
1321,The Sheltering Sky
1322,Bandit Queen
1323,If....
1324,Them!
1325,The Thing
1326,The Player
1327,Stardust Memories
1328,Edward Scissorhands
1329,Shadrach
1330,What Dreams May Come
1331,The Battle of the Sexes
1332,The Producers
1333,History of the World: Part I
1334,My Cousin Vinny
1335,Nashville
1336,Love Is the Devil: Study for a Portrait of Francis Bacon
1337,Slam
1338,The Inheritors
1339,The Mighty
1340,2010
1341,Children of a Lesser God
1342,The Elephant Man
1343,Practical Magic
1344,Happiness
1345,Reach The Rock
1346,Apt Pupil
1347,Pleasantville
1348,Soldier
1349,The Cruise
1350,Life Is Beautiful
1351,Orgazmo
1352,American History X
1353,Hands on a Hard Body: The Documentary
1354,Belly
1355,Gods and Monsters
1356,The Siege
1357,Elizabeth
1358,Velvet Goldmine
1359,Meet Joe Black
1360,Hard Core Logo
1361,Runaway Train
1362,The Stepford Wives
1363,The Pope of Greenwich Village
1364,Sid & Nancy
1365,Mona Lisa
1366,Nights of Cabiria
1367,The Big Chill
1368,Enemy of the State
1369,A Bug's Life
1370,Central Station
1371,Savior
1372,Waking Ned
1373,The Celebration
1374,Pink Flamingos
1375,Godzilla
1376,Godzilla 1985
1377,King Kong
1378,The Emerald Forest
1379,Fletch
1380,Gung Ho
1381,The Money Pit
1382,Lifeforce
1383,Police Academy
1384,Very Bad Things
1385,Steam: The Turkish Bath
1386,Little Voice
1387,A Simple Plan
1388,Star Trek: Insurrection
1389,The Prince of Egypt
1390,Rushmore
1391,Shakespeare in Love
1392,Mass Appeal
1393,Miracle on 34th Street
1394,Santa Claus: The Movie
1395,Pale Rider
1396,Rambo: First Blood Part II
1397,First Blood
1398,Romancing the Stone
1399,Cocoon
1400,Rocky II
1401,Rocky III
1402,Rocky IV
1403,Clue
1404,Young Sherlock Holmes
1405,Back to School
1406,Nothing in Common
1407,The Karate Kid
1408,National Lampoon's Christmas Vacation
1409,You've Got Mail
1410,The General
1411,The Thin Red Line
1412,The Faculty
1413,Mighty Joe Young
1414,Patch Adams
1415,Stepmom
1416,A Civil Action
1417,Down in the Delta
1418,Wilde
1419,Another Day in Paradise
1420,Hilary and Jackie
1421,Playing by Heart
1422,24 7: Twenty Four Seven
1423,The Fly
1424,The Fly
1425,Running Scared
1426,The Texas Chain Saw Massacre
1427,Ruthless People
1428,The Name of the Rose
1429,Crocodile Dundee
1430,The Color of Money
1431,Heartbreak Ridge
1432,¡Three Amigos!
1433,My Name Is Joe
1434,Still Crazy
1435,The Day of the Beast
1436,Peeping Tom
1437,Payback
1438,Comedian Harmonists
1439,The Last Days
1440,Fantastic Planet
1441,Blast from the Past
1442,"God Said, 'Ha!'"
1443,October Sky
1444,Office Space
1445,The Apple
1446,200 Cigarettes
1447,8MM
1448,The Long Goodbye
1449,The Ballad of Narayama
1450,Pet Sematary
1451,Christine
1452,House on Haunted Hill
1453,Airport
1454,The Towering Inferno
1455,Westworld
1456,Logan's Run
1457,Planet of the Apes
1458,Beneath the Planet of the Apes
1459,Conquest of the Planet of the Apes
1460,Escape from the Planet of the Apes
1461,The Dancemaker
1462,Analyze This
1463,The Corruptor
1464,Cruel Intentions
1465,"Lock, Stock and Two Smoking Barrels"
1466,Six Ways to Sunday
1467,The Haunting
1468,Dead Ringers
1469,Village of the Damned
1470,I Stand Alone
1471,Ravenous
1472,True Crime
1473,Dangerous Beauty
1474,The King and I
1475,A Walk on the Moon
1476,The Matrix
1477,10 Things I Hate About You
1478,Tango
1479,The Dreamlife of Angels
1480,Metroland
1481,Following
1482,Go
1483,Twin Dragons
1484,Cookie's Fortune
1485,Foolish
1486,Lovers of the Arctic Circle
1487,Life
1488,Hideous Kinky
1489,The Monster
1490,Open Your Eyes
1491,SLC Punk
1492,Election
1493,eXistenZ
1494,Nô
1495,Idle Hands
1496,Get Real
1497,Heaven
1498,The King of Masks
1499,Three Seasons
1500,The Winslow Boy
1501,Mildred Pierce
1502,Night of the Comet
1503,My Science Project
1504,The Mummy
1505,The Castle
1506,Xiu Xiu: The Sent-Down Girl
1507,A Midsummer Night's Dream
1508,After Life
1509,Star Wars: Episode I - The Phantom Menace
1510,Besieged
1511,The Saragossa Manuscript
1512,The Mummy
1513,The Mummy
1514,The Mummy's Curse
1515,The Mummy's Ghost
1516,The Mummy's Hand
1517,The Mummy's Tomb
1518,Mommie Dearest
1519,Superman
1520,Superman II
1521,Dracula
1522,House of Frankenstein
1523,Frankenstein
1524,Son of Frankenstein
1525,The Ghost of Frankenstein
1526,Frankenstein Meets the Wolf Man
1527,The Curse of Frankenstein
1528,Son of Dracula
1529,The Wolf Man
1530,Tarantula
1531,The Rocky Horror Picture Show
1532,The Thing from Another World
1533,It Came from Outer Space
1534,The War of the Worlds
1535,Invasion of the Body Snatchers
1536,Pork Chop Hill
1537,"Run Silent, Run Deep"
1538,Notting Hill
1539,The Thirteenth Floor
1540,Eternity and a Day
1541,Instinct
1542,Buena Vista Social Club
1543,A Place at the Table
1544,A Place at the Table
1545,A Place at the Table
1546,A Place at the Table
1547,A Place at the Table
1548,A Place at the Table
1549,A Place at the Table
1550,A Place at the Table
1551,Limbo
1552,Austin Powers: The Spy Who Shagged Me
1553,The Red Violin
1554,Tarzan
1555,The General's Daughter
1556,Get Bruce!
1557,An Ideal Husband
1558,The Legend of 1900
1559,Run Lola Run
1560,Trekkies
1561,Big Daddy
1562,The Boys
1563,The Dinner Game
1564,Arachnophobia
1565,"South Park: Bigger, Longer & Uncut"
1566,Summer of Sam
1567,Les Amants du Pont-Neuf
1568,"Late August, Early September"
1569,American Pie
1570,Arlington Road
1571,Autumn Tale
1572,The Blair Witch Project
1573,My Life So Far
1574,Eyes Wide Shut
1575,The Wood
1576,Ghostbusters
1577,Ghostbusters II
1578,Drop Dead Gorgeous
1579,Trick
1580,Twin Falls Idaho
1581,The Killing
1582,Killer's Kiss
1583,Spartacus
1584,Lolita
1585,Barry Lyndon
1586,The 400 Blows
1587,Jules and Jim
1588,The Mosquito Coast
1589,Brighton Beach Memoirs
1590,The Color Purple
1591,Otello
1592,The Mission
1593,Little Shop of Horrors
1594,The Little Shop of Horrors
1595,Radio Days
1596,The Bedroom Window
1597,Frances
1598,The Iron Giant
1599,The Sixth Sense
1600,The Thomas Crown Affair
1601,The Thomas Crown Affair
1602,The Acid House
1603,The Adventures of Sebastian Cole
1604,Illuminata
1605,Stiff Upper Lips
1606,Brokedown Palace
1607,Detroit Rock City
1608,Better Than Chocolate
1609,Cobra
1610,Heaven Can Wait
1611,The Raven
1612,The Tingler
1613,The Pit and the Pendulum
1614,The Masque of the Red Death
1615,Tales of Terror
1616,And Now for Something Completely Different
1617,Damien: Omen II
1618,Airplane!
1619,National Lampoon's Vacation
1620,Big
1621,Little Nemo: Adventures In Slumberland
1622,Oscar and Lucinda
1623,The Pelican Brief
1624,A Christmas Story
1625,Perfect Blue
1626,In Too Deep
1627,Three Days of the Condor
1628,The 13th Warrior
1629,Cabaret Balkan
1630,A Dog Of Flanders
1631,West Beyrouth
1632,Stir of Echoes
1633,"Black Cat, White Cat"
1634,The Minus Man
1635,The Adventures of Milo and Otis
1636,Only Angels Have Wings
1637,Othello
1638,A Soldier's Story
1639,Alice Sweet Alice
1640,Yellow Submarine
1641,American Beauty
1642,Stop Making Sense
1643,Blue Streak
1644,For Love of the Game
1645,A Hard Day's Night
1646,The Buddy Holly Story
1647,Fright Night
1648,Fright Night Part 2
1649,Barefoot in the Park
1650,Deliverance
1651,Excalibur
1652,The Pajama Game
1653,Thumbelina
1654,Tommy
1655,Armour of God II: Operation Condor
1656,Armour of God
1657,Double Jeopardy
1658,Jakob the Liar
1659,Mumford
1660,The Adventures of Elmo in Grouchland
1661,Three Kings
1662,Plunkett & MacLeane
1663,Napoleon and Samantha
1664,Alvarez Kelly
1665,And the Ship Sails On
1666,Gulliver's Travels
1667,Monkey Shines
1668,Phantasm
1669,Sanjuro
1670,Boys Don't Cry
1671,L'ennui
1672,The Grandfather
1673,The Limey
1674,The Mating Habits of the Earthbound Human
1675,Risky Business
1676,Total Recall
1677,Body Heat
1678,Ferris Bueller's Day Off
1679,The Year of Living Dangerously
1680,Children of Paradise
1681,High Plains Drifter
1682,Hang 'em High
1683,Drunken Master
1684,The Conformist
1685,Hairspray
1686,Brief Encounter
1687,The Razor's Edge
1688,Reds
1689,Time of the Gypsies
1690,Days of Heaven
1691,The Fire Within
1692,El Amor Brujo
1693,The Lady Eve
1694,Sullivan's Travels
1695,The Palm Beach Story
1696,Man Facing Southeast
1697,Niagara
1698,Gilda
1699,South Pacific
1700,Flashdance
1701,Indochine
1702,The Dirty Dozen
1703,Help!
1704,Goldfinger
1705,From Russia with Love
1706,Dr. No
1707,A Fistful of Dollars
1708,Hard Eight
1709,Home Alone 2: Lost in New York
1710,Sparrows
1711,Fight Club
1712,Fever Pitch
1713,Joe the King
1714,Julien Donkey-Boy
1715,The Straight Story
1716,The Bad Seed
1717,Time Bandits
1718,A Man and a Woman
1719,Fitzcarraldo
1720,All That Jazz
1721,Red Sorghum
1722,Crimes and Misdemeanors
1723,The Best Man
1724,Bringing Out the Dead
1725,Crazy in Alabama
1726,Men Cry Bullets
1727,The Ipcress File
1728,On Any Sunday
1729,RoboCop
1730,Who Framed Roger Rabbit
1731,Melvin and Howard
1732,For Your Eyes Only
1733,Live and Let Die
1734,Thunderball
1735,The City
1736,Music of the Heart
1737,Being John Malkovich
1738,Princess Mononoke
1739,My Best Fiend
1740,Train of Life
1741,The Bone Collector
1742,The Insider
1743,American Movie
1744,Last Night
1745,Portraits Chinois
1746,Rosetta
1747,"They Shoot Horses, Don't They?"
1748,Bride of Re-Animator
1749,Coma
1750,Creepshow
1751,Re-Animator
1752,Drugstore Cowboy
1753,Falling Down
1754,The General
1755,My Best Girl
1756,Rough Night in Jericho
1757,The Taming of the Shrew
1758,Nighthawks
1759,Yojimbo
1760,Spaceballs
1761,Robin Hood
1762,Mister Roberts
1763,Quest for Fire
1764,Little Big Man
1765,A Face in the Crowd
1766,Trading Places
1767,Dead Again
1768,Peter's Friends
1769,Experience Preferred...But Not Essential
1770,Light It Up
1771,Dogma
1772,The Messenger: The Story of Joan of Arc
1773,Pokémon: The First Movie: Mewtwo Strikes Back
1774,Felicia's Journey
1775,The Commitments
1776,Holiday Inn
1777,The Longest Day
1778,Ten Benny
1779,Tora! Tora! Tora!
1780,Women on the Verge of a Nervous Breakdown
1781,The Verdict
1782,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
1783,The Adventures of Buckaroo Banzai Across the 8th Dimension
1784,Stand and Deliver
1785,Moonstruck
1786,Jeremiah Johnson
1787,Repulsion
1788,Irma la Douce
1789,42 Up
1790,Liberty Heights
1791,Mansfield Park
1792,"Goodbye, 20th Century"
1793,Sleepy Hollow
1794,All About My Mother
1795,Babes in Toyland
1796,Scrooged
1797,Harvey
1798,Bicycle Thieves
1799,Matewan
1800,Kagemusha
1801,47 Samurai
1802,McCabe & Mrs. Miller
1803,Maurice
1804,The Grapes of Wrath
1805,My Man Godfrey
1806,The Shop Around the Corner
1807,The Natural
1808,Shampoo
1809,A River Runs Through It
1810,Fatal Attraction
1811,Jagged Edge
1812,Midnight Run
1813,Awakenings
1814,Come See the Paradise
1815,Backdraft
1816,The Fisher King
1817,The River
1818,Country
1819,Places in the Heart
1820,Toy Story 2
1821,Miss Julie
1822,Ride with the Devil
1823,Tumbleweeds
1824,A Bay of Blood
1825,The Hitch-Hiker
1826,Agnes Browne
1827,The End of the Affair
1828,The End of the Affair
1829,A Map of the World
1830,Sweet and Lowdown
1831,Daddy-Long-Legs
1832,Go West
1833,Grand Illusion
1834,The Great Santini
1835,The James Dean Story
1836,Three Ages
1837,The Two Jakes
1838,U2: Rattle and Hum
1839,Hell in the Pacific
1840,Cradle Will Rock
1841,The Green Mile
1842,The Cider House Rules
1843,The War Zone
1844,The Bat Whispers
1845,The Last Picture Show
1846,The 7th Voyage of Sinbad
1847,Anna and the King
1848,Bicentennial Man
1849,The Emperor and the Assassin
1850,Fantasia 2000
1851,Magnolia
1852,Topsy-Turvy
1853,Carnal Knowledge
1854,Easy Rider
1855,The Falcon and the Snowman
1856,Ulysses
1857,Any Given Sunday
1858,Man on the Moon
1859,Galaxy Quest
1860,The Talented Mr. Ripley
1861,Next Friday
1862,The Hurricane
1863,Angela's Ashes
1864,Titus
1865,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
1866,The Third Miracle
1867,Snow Falling on Cedars
1868,"Girl, Interrupted"
1869,My Dog Skip
1870,The Terrorist
1871,The Way We Were
1872,Stalag 17
1873,Papillon
1874,The Last Detail
1875,Five Easy Pieces
1876,Even Dwarfs Started Small
1877,Dead Calm
1878,The Boys from Brazil
1879,Black Sunday
1880,The Snows of Kilimanjaro
1881,The Loves of Carmen
1882,Fast Times at Ridgemont High
1883,A Cry in the Dark
1884,Born to Win
1885,Batman: Mask of the Phantasm
1886,American Flyers
1887,A Star Is Born
1888,Poison
1889,Night Tide
1890,The Draughtsman's Contract
1891,A Zed & Two Noughts
1892,Woman in the Dunes
1893,Another Man's Poison
1894,The Odessa File
1895,The Saphead
1896,Seven Chances
1897,Where the Buffalo Roam
1898,Zachariah
1899,Santitos
1900,The Goodbye Girl
1901,I Am Cuba
1902,Malcolm X
1903,Sister Act
1904,The Hand that Rocks the Cradle
1905,Alive
1906,Agnes of God
1907,Scent of a Woman
1908,Wayne's World
1909,A League of Their Own
1910,Patriot Games
1911,The Bodyguard
1912,Death Becomes Her
1913,Far and Away
1914,Howards End
1915,Singles
1916,Twin Peaks: Fire Walk with Me
1917,White Men Can't Jump
1918,Hard Boiled
1919,Man Bites Dog
1920,El Mariachi
1921,The Cutting Edge
1922,Of Mice and Men
1923,Bad Lieutenant
1924,The Boondock Saints
1925,Beloved/Friend
1926,Gendernauts: A Journey Through Shifting Identities
1927,The Baby
1928,The Brandon Teena Story
1929,Minnie and Moskowitz
1930,They Might Be Giants
1931,The Beach
1932,The Tigger Movie
1933,Not One Less
1934,The Big Combo
1935,"To Sir, with Love"
1936,With Byrd at the South Pole
1937,Boiler Room
1938,Pitch Black
1939,The Whole Nine Yards
1940,Black Tar Heroin: The Dark End of the Street
1941,Blue Collar
1942,The Circus
1943,City Lights
1944,A Dog's Life
1945,The Kid
1946,The Man from Laramie
1947,Wonder Boys
1948,Deterrence
1949,Mifune
1950,Beyond the Mat
1951,Ghost Dog: The Way of the Samurai
1952,The Year My Voice Broke
1953,Splendor in the Grass
1954,The Killing of Sister George
1955,Key Largo
1956,I'll Never Forget What's'isname
1957,For All Mankind
1958,Cross of Iron
1959,Born Yesterday
1960,Birdy
1961,Never Cry Wolf
1962,The Night Visitor
1963,The Perils of Pauline
1964,A Raisin in the Sun
1965,Two Thousand Maniacs!
1966,The Ninth Gate
1967,East/West
1968,Defending Your Life
1969,Breaking Away
1970,Hoosiers
1971,Bull Durham
1972,Dog Day Afternoon
1973,American Graffiti
1974,The Asphalt Jungle
1975,The Searchers
1976,The Devil's Brigade
1977,The Big Country
1978,Any Number Can Win
1979,Bound for Glory
1980,The Bridge at Remagen
1981,Daughters of the Dust
1982,Destination Moon
1983,Hangmen Also Die!
1984,The Ogre
1985,On the Beach
1986,Railroaded!
1987,Big Fella
1988,The Taking of Pelham One Two Three
1989,JFK
1990,The Muppet Movie
1991,The Great Muppet Caper
1992,The Muppets Take Manhattan
1993,Sesame Street Presents Follow That Bird
1994,Turtle Diary
1995,Titanic
1996,A Night to Remember
1997,Captain Horatio Hornblower R.N.
1998,The Carriers Are Waiting
1999,Erin Brockovich
2000,Final Destination
2001,The Bear
2002,Mirror
2003,The Crimson Pirate
2004,Thelma & Louise
2005,Something For Everyone
2006,...And Justice for All
2007,Animal House
2008,She's Gotta Have It
2009,School Daze
2010,Do the Right Thing
2011,Mo' Better Blues
2012,Coogan's Bluff
2013,The Champ
2014,Creature Comforts
2015,Death Wish
2016,Death Wish 2
2017,Death Wish 3
2018,Double Indemnity
2019,Teenage Mutant Ninja Turtles
2020,Red Dawn
2021,Band of the Hand
2022,Bloodsport
2023,Funny Bones
2024,"Good Morning, Vietnam"
2025,Grumpy Old Men
2026,Guess Who's Coming to Dinner
2027,The Color of Paradise
2028,Waking the Dead
2029,Lord of the Flies
2030,Modern Times
2031,Heart and Souls
2032,Hud
2033,The Hustler
2034,Inherit the Wind
2035,Dersu Uzala
2036,Close Encounters of the Third Kind
2037,The City of the Dead
2038,Jonah Who Will Be 25 in the Year 2000
2039,A Place in the Sun
2040,Jacob's Ladder
2041,Empire Records
2042,La Bamba
2043,Ladyhawke
2044,Lucas
2045,High Fidelity
2046,The Road to El Dorado
2047,Autopsy
2048,El Dorado
2049,Hook
2050,Horror Express
2051,My Chauffeur
2052,Torso
2053,True Grit
2054,Roadside Prophets
2055,Max Dugan Returns
2056,Midnight Express
2057,Misery
2058,My Life
2059,Solaris
2060,Network
2061,No Way Out
2062,North Dallas Forty
2063,The Odd Couple
2064,The Outlaw Josey Wales
2065,Frequency
2066,Return to Me
2067,Joe Gould's Secret
2068,"Bell, Book and Candle"
2069,The Bells
2070,Force 10 from Navarone
2071,How to Stuff a Wild Bikini
2072,Mystery Train
2073,Sacco & Vanzetti
2074,Taffin
2075,Arthur
2076,Parenthood
2077,Predator
2078,The Postman Always Rings Twice
2079,Smoking / No Smoking
2080,An Actor's Revenge
2081,American Psycho
2082,East Is East
2083,The Filth and the Fury
2084,Diner
2085,Cabaret
2086,What Ever Happened to Baby Jane?
2087,Prick Up Your Ears
2088,Auntie Mame
2089,Guys and Dolls
2090,The Hunger
2091,Marathon Man
2092,Caddyshack
2093,Love & Basketball
2094,U-571
2095,The Virgin Suicides
2096,The Law
2097,Limelight
2098,Empire of Passion
2099,Where the Heart Is
2100,The Big Kahuna
2101,Bossa Nova
2102,Smiling Fish & Goat On Fire
2103,The Idiots
2104,The Last September
2105,The Hidden
2106,Gladiator
2107,Up at the Villa
2108,Human Traffic
2109,The Idolmaker
2110,Inferno
2111,The King of Marvin Gardens
2112,"The Nibelungs, Tale 1: Siegfried"
2113,Mr. Mom
2114,Time Masters
2115,Center Stage
2116,Anchors Aweigh
2117,The Castaway Cowboy
2118,G.I. Blues
2119,Gypsy
2120,King Creole
2121,On the Town
2122,One Little Indian
2123,Pee-wee's Big Adventure
2124,Regret to Inform
2125,The Slipper and the Rose
2126,Things Change
2127,Dinosaur
2128,Small Time Crooks
2129,The Hollywood Knights
2130,Possession
2131,The Twelve Chairs
2132,Shanghai Noon
2133,8 ½ Women
2134,Carnival of Souls
2135,Flying Tigers
2136,The Gold Rush
2137,Lisa and the Devil
2138,It's in the Water
2139,Monsieur Verdoux
2140,On Her Majesty's Secret Service
